Country Name,Country Code,1990_wom,2000_wom,2013_wom,2014_wom,2015_wom,2016_wom,2017_wom,2018_wom,2019_wom,2020_wom,2021_wom,2022_wom,1990_life,2000_life,2013_life,2014_life,2015_life,2016_life,2017_life,2018_life,2019_life,2020_life,2021_life,1990_gdp,2000_gdp,2013_gdp,2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,2019_gdp,2020_gdp,2021_gdp,2022_gdp
Bhutan,BTN,..,9.33333333333333,6.38297872340426,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,14.8936170212766,14.8936170212766,14.8936170212766,17.0212765957447,17.3913043478261,55.968,62.01,69.707,70.049,70.343,70.602,70.847,71.129,71.391,71.609,71.815,10.3831179150235,3.35506828474026,2.11997263298187,5.77649568013734,6.64223210535519,8.12703353838936,4.65183467529613,3.50187183723874,5.75514850618227,-10.2183974073689,4.42136740220592,..
Bolivia,BOL,..,11.5384615384615,25.3846153846154,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,46.1538461538462,46.1538461538462,46.1538461538462,56.422,62.346,67.021,67.163,67.318,67.628,67.701,67.748,67.841,64.467,63.63,4.6357874278518,2.50781080899483,6.79601142810841,5.46056950635136,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.11137272458573,3.60568038279472
Bosnia and Herzegovina,BIH,..,..,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,26.1904761904762,26.1904761904762,16.6666666666667,72.349,74.496,76.33,75.659,76.182,76.808,76.935,77.093,77.241,76.225,75.3,..,12.7654694578883,2.3498566632458,1.15385109200403,4.31475061116335,3.24225521171914,3.24410095889466,3.82749920546897,2.88734334414875,-3.01509514759861,7.39165262555947,4.10622693988563
Botswana,BWA,..,17.0212765957447,7.93650793650794,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,10.7692307692308,10.7692307692308,10.7692307692308,11.1111111111111,60.533,51.011,61.996,62.608,63.818,65.464,66.753,65.422,65.464,65.647,61.141,6.77282194938265,1.98769583378552,11.1028237779771,5.69477738185952,-4.85133564036167,7.20442475914267,4.1143636634186,4.18809355373698,3.0322025744566,-8.72875252639037,11.8703583151425,5.78791720294846
Brazil,BRA,..,5.65302144249513,8.57699805068226,9.94152046783626,9.94152046783626,9.94152046783626,10.7212475633528,15.009746588694,15.009746588694,14.6198830409357,15.2046783625731,17.7387914230019,65.985,69.737,73.918,74.306,74.332,74.442,74.827,75.109,75.338,74.009,72.75,-4.35000000000022,4.38794944745618,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.98884970066018,2.90053061522693
British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,73.927,73.966,75.574,75.612,75.675,75.724,74.785,75.831,75.863,75.849,74.494,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,..,..,..,..,..,6.45161290322581,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,71.656,74.08,74.799,74.779,74.75,74.733,74.722,74.712,74.748,74.795,74.642,1.08942053548758,2.84942185782727,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.1335733495246,-1.59076260099606,-1.62833154515108
Bulgaria,BGR,..,10.8333333333333,24.5833333333333,20,20.4166666666667,20.4166666666667,23.75,23.75,25.8333333333333,26.6666666666667,23.75,24.1666666666667,71.6414634146342,71.6634146341463,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.8146341463415,74.9634146341464,75.1121951219512,73.6585365853659,71.5146341463415,-9.11737709565385,4.58722685869408,-0.542751313085674,0.949448520821818,3.39755387590648,3.02662839224124,2.74592725876734,2.69490655338835,4.03518894662498,-3.96615613627334,7.6617480742932,3.92643222124569
Burkina Faso,BFA,..,8.10810810810811,15.748031496063,..,9.44881889763779,9.44881889763779,11.0236220472441,11.0236220472441,13.3858267716535,6.2992125984252,6.2992125984252,16.9014084507042,49.44,50.847,57.823,58.359,58.845,59.326,59.536,60.047,60.039,59.731,59.27,-0.602928477580988,1.88847388906525,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.4864554268367,1.92199069027077,6.93786051737202,1.78049218312741
Burundi,BDI,..,14.4067796610169,30.4761904761905,30.4761904761905,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,38.2113821138211,38.2113821138211,38.2113821138211,44.86,47.514,59.235,59.868,60.217,60.793,61.553,61.688,62.351,61.566,61.663,3.49982213611253,-0.856864058424151,4.92418989834684,4.24065021402657,-3.9000000804855,-0.600000909116389,0.500001262429279,1.60993542127714,1.81256532326668,0.327156891263598,3.09999999999975,1.84899944017253
Cabo Verde,CPV,..,11.1111111111111,20.8333333333333,20.8333333333333,20.8333333333333,23.6111111111111,23.6111111111111,23.6111111111111,23.6111111111111,25,38.8888888888889,38.8888888888889,65.023,68.618,75.059,75.24,74.62,75.742,76.593,75.733,76.004,74.808,74.052,0.692171874341298,14.2848688450919,0.632136727385131,0.696666840118581,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,5.61508262717601,17.116790657369
Cambodia,KHM,..,7.37704918032787,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20,20,20,21.6,20.8,55.434,58.625,69.304,69.736,69.873,70.224,70.515,70.561,70.692,70.416,69.584,..,9.99358032294613,7.35666514861452,7.14257110024776,6.96579781650981,6.93331397162559,6.99690369958998,7.46916920803093,7.05410693152042,-3.09600673131888,3.0263893638939,5.2398102893046
Cameroon,CMR,..,5.55555555555556,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,31.1111111111111,33.8888888888889,33.8888888888889,33.8888888888889,54.868,52.932,58.476,58.935,59.658,60.233,60.81,61.18,61.584,60.833,60.333,-6.10569764600656,3.83241779430614,4.99552916130783,5.71981814509198,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,3.58279631926052
Canada,CAN,..,..,24.6753246753247,25.0814332247557,26.0355029585799,26.0355029585799,26.2686567164179,26.9461077844311,28.9940828402367,28.9940828402367,30.4733727810651,30.4733727810651,77.4365853658537,79.1668292682927,81.7448780487805,81.7843902439025,81.8156097560976,81.9248780487805,81.8329268292683,81.8439024390244,82.2287804878049,81.6704878048781,82.5966097560976,0.164672497452599,5.17763566824114,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.88822358535141,-5.07435756759732,5.01180087532744,3.4379817396787
Central African Republic,CAF,..,7.3394495412844,..,..,..,7.19424460431655,8.57142857142857,8.57142857142857,8.57142857142857,8.57142857142857,12.8571428571429,12.8571428571429,49.635,45.406,50.902,50.566,52.793,53.46,53.721,54.369,55.025,54.604,53.895,-2.14752806574087,-2.48943244028874,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982920000000064,0.502110000000002
Chad,TCD,..,2.4,14.8936170212766,14.8936170212766,14.8936170212766,14.8936170212766,12.7659574468085,15.2542372881356,14.8809523809524,15.4320987654321,32.258064516129,25.8883248730964,44.686,47.443,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525,-4.17847237277677,-0.879681025444839,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-1.60000673705524,-1.1999905246095,2.23597967466216
Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,77.185,79.155,81.516,81.884,81.433,81.366,81.331,81.375,81.39,81.264,81.232,..,..,..,..,..,..,1.96610998960054,1.05229056178158,1.32511666013609,-7.96507880705455,8.64676971657032,..
Chile,CHL,..,10.8333333333333,15.8333333333333,15.8333333333333,15.8333333333333,15.8333333333333,..,22.5806451612903,22.5806451612903,22.5806451612903,35.4838709677419,35.4838709677419,72.574,76.87,79.339,79.473,79.746,80.079,80.35,80.133,80.326,79.377,78.944,3.33356547444561,4.9716214885003,3.30850824469113,1.79264947361806,2.15194249853634,1.75303874553305,1.35769537797211,3.99002947521676,0.743130031576072,-6.14524685814565,11.7374310662749,2.44040340034618
China,CHN,..,21.7828418230563,23.40140609307,23.40140609307,23.6228455559311,23.6228455559311,24.2476060191518,24.8993288590604,24.9411764705882,24.9411764705882,24.9411764705882,24.9411764705882,68.005,71.881,76.452,76.717,76.977,77.218,77.248,77.744,77.968,78.077,78.211,3.92025136776569,8.49009340365161,7.7661500973591,7.42576365596916,7.0413288794755,6.84876220444184,6.94720079316534,6.74977383251148,5.95050075439315,2.23863835674121,8.44846941628141,2.98908408603653
Colombia,COL,..,11.8012422360248,12.1212121212121,19.8795180722892,19.8795180722892,19.8795180722892,18.6746987951807,18.1286549707602,18.7134502923977,18.3431952662722,18.8235294117647,28.8770053475936,68.644,71.32,75.827,76.043,76.257,76.471,76.646,76.748,76.752,74.769,72.83,4.28199833053058,2.92486148176778,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.25229907492306,11.0161932669779,7.25656287393603
Comoros,COM,..,..,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,6.06060606060606,6.06060606060606,6.06060606060606,16.6666666666667,16.6666666666667,16.6666666666667,55.84,58.757,62.224,62.516,62.896,63.237,63.625,63.912,64.068,64.166,63.417,5.09123641339696,10.847878616072,4.4662473147818,2.10665758942474,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.11219557695527,2.38767848524202
"Congo, Dem. Rep.",COD,..,..,8.94308943089431,10.6425702811245,8.94308943089431,8.94308943089431,8.94308943089431,8.94308943089431,10,12.8,12.8,12.8,48.601,51.781,57.762,58.296,58.49,59.066,59.411,59.942,60.276,59.739,59.193,-6.56831069464246,-6.91092731652101,8.48195663608755,9.4702880993101,6.91616711922561,2.39939891133452,3.7269476588301,5.82112109969025,4.38452887429834,1.73542276681493,6.20015401075946,8.92444762563109
"Congo, Rep.",COG,..,12,7.35294117647059,7.35294117647059,7.35294117647059,7.35294117647059,11.2582781456954,11.2582781456954,11.2582781456954,11.2582781456954,11.2582781456954,14.5695364238411,55.926,53.682,62.695,62.95,63.233,63.577,63.76,64.053,62.747,63.785,63.519,1.00000356627487,7.5759803952642,-0.712434451876447,6.64606540928447,0.415193061293763,-8.68524343913786,-5.59477371915547,-2.30431780125842,1.12447707363883,-6.26777799581888,1.01507096607732,1.47535694620493
Costa Rica,CRI,..,19.2982456140351,38.5964912280702,33.3333333333333,33.3333333333333,33.3333333333333,35.0877192982456,45.6140350877193,45.6140350877193,45.6140350877193,45.6140350877193,47.3684210526316,76.63,77.586,79.403,78.774,79.086,79.459,79.377,79.484,79.427,79.277,77.023,3.55306336572285,3.86871809125479,2.49476611386375,3.54210987593986,3.65208096806472,4.20432325432709,4.15769896239459,2.61590440285156,2.41751181706449,-4.27335432054194,7.93576224703865,4.55149177962382
Cote d'Ivoire,CIV,..,..,10.4417670682731,9.44881889763779,9.16334661354582,9.16334661354582,10.5882352941176,10.5882352941176,10.9803921568627,11.3725490196078,14.1732283464567,14.1732283464567,52.603,50.842,56.748,57.208,57.762,58.06,58.48,58.849,59.319,59.032,58.598,-1.09590841238308,-0.265789462275947,10.7602131311256,9.37199994240375,7.19494942728191,7.17275963956332,7.41076242626953,4.84314605951768,6.51828673306088,1.73762043103271,6.99999999441097,6.74133000220331
Croatia,HRV,..,20.5298013245033,23.841059602649,23.841059602649,15.2317880794702,12.5827814569536,18.5430463576159,18.5430463576159,20.5298013245033,31.1258278145695,31.1258278145695,31.7880794701987,72.1704878048781,72.8078048780488,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927,78.0707317073171,78.4243902439025,77.7243902439024,76.4243902439025,..,2.95627467759456,-0.396793619221853,-0.425623768351187,2.52255339863314,3.56228782892714,3.39957395936727,2.8203231384537,3.39971661251161,-8.59142376022206,13.7849466417964,6.34711454157149
Cuba,CUB,..,27.6206322795341,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,48.8562091503268,53.2231404958678,53.2231404958678,53.2231404958678,53.4129692832764,53.4129692832764,74.039,76.183,77.87,77.853,77.772,77.643,77.529,77.496,77.611,77.567,73.683,-2.94856494503389,5.91476001879718,2.74760256257211,1.04757663187654,4.4383335888395,0.512843095700745,1.80979177212284,2.24794854086232,-0.163087223606624,-10.9490846048862,1.25369342501311,1.77485399483382
Cyprus,CYP,..,7.14285714285714,10.7142857142857,12.5,12.5,17.8571428571429,17.8571428571429,17.8571428571429,17.8571428571429,19.6428571428571,14.2857142857143,14.2857142857143,73.539,76.568,80.402,80.771,80.966,81.056,81.328,81.382,81.397,81.391,81.203,7.40399950659013,5.96531031488554,-6.55307825499119,-1.82930910922002,3.38307971194378,6.45455446625895,5.85254035493243,5.69284172448825,5.83988491154004,-3.39086048722754,9.91130820807223,5.05813019071144
Czechia,CZE,..,15,19.5,19.5,20,20,22,22,22.5,22.5,25,25.5,71.3839024390244,74.9682926829268,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,78.9780487804878,79.0292682926829,79.2292682926829,78.2268292682927,77.3731707317073,..,4.00102863502944,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.22008806955105,3.02987866345279,-5.50296796125089,3.55302130899085,2.35175488669397
Denmark,DNK,..,37.4301675977654,39.1061452513966,39.1061452513966,37.4301675977654,37.4301675977654,37.4301675977654,37.4301675977654,39.1061452513966,39.6648044692737,39.6648044692737,43.5754189944134,74.8053658536585,76.5926829268293,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951,81.6024390243903,81.4048780487805,1.4752442765041,3.74686259540198,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399,2.82173634129026,1.98953731496432,1.49348695853648,-2.42451267861938,6.8445219018344,2.73117445421431
Djibouti,DJI,..,0,12.7272727272727,12.7272727272727,12.7272727272727,12.7272727272727,10.7692307692308,26.1538461538462,26.1538461538462,26.1538461538462,26.1538461538462,26.1538461538462,55.498,56.573,61.221,61.641,61.957,62.191,62.797,63.038,63.085,62.694,62.305,..,..,..,7.06154324233921,7.52610891881017,7.1234323372872,5.458091517212,4.7744168883374,5.5451305999467,1.31636324158444,4.52234774643702,3.12383311432822
Dominica,DMA,..,..,12.5,12.9032258064516,21.875,21.875,25,25,25,34.375,34.375,34.375,69.852,72.693,68.896,69.434,68.727,70.128,67.525,73.59,73.559,73.649,72.814,5.41798356640612,2.3402193206939,-0.99994063117542,4.75378658076897,-2.73150306271826,2.76364798170461,-6.61899463280534,3.54758441831531,5.5024834367041,-16.6041095231221,6.8905494167316,5.64832475618095
Dominican Republic,DOM,..,16.1073825503356,20.7650273224044,20.7650273224044,20.7650273224044,26.8421052631579,26.8421052631579,26.8421052631579,26.8421052631579,27.8947368421053,27.8947368421053,27.8947368421053,67.11,69.423,72.713,72.867,72.953,72.987,73.063,73.232,73.577,72.889,72.615,-5.45431239511258,4.6617622800146,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404,12.2719902347896,4.85832403582451
Ecuador,ECU,..,14.6341463414634,38.6861313868613,41.6058394160584,41.6058394160584,41.6058394160584,37.956204379562,37.956204379562,37.956204379562,39.4160583941606,39.4160583941606,38.6861313868613,69.348,72.839,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,73.67,3.67991405278418,1.0918015643576,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.78760709093422,4.23525124172572,2.94766863298817
"Egypt, Arab Rep.",EGY,..,1.98237885462555,..,..,..,14.9328859060403,14.9328859060403,14.9328859060403,14.9328859060403,27.4111675126904,27.7027027027027,27.580372250423,64.146,68.007,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,70.221,5.66702915715834,6.37000383212826,2.18546605362143,2.91591187985748,4.37201907790141,4.34664345555447,4.18122099994778,5.3311086189448,5.55209307156956,3.55016483786838,3.29064601202211,6.58784560886967
El Salvador,SLV,..,9.52380952380952,26.1904761904762,27.3809523809524,32.1428571428571,32.1428571428571,32.1428571428571,30.952380952381,30.952380952381,33.3333333333333,27.3809523809524,27.3809523809524,62.55,69.865,71.771,71.746,71.814,72.025,72.311,72.555,72.559,71.061,70.748,4.83290057793786,1.12790697674419,2.18295218295219,1.7293997965412,2.40000008852115,2.53906241135864,2.28571437002014,2.4208565263835,2.36363628316258,-7.81527508113207,11.1753370825566,2.59965337755526
Equatorial Guinea,GNQ,..,5,12.1212121212121,24,24,24,..,20,21,21,23,31,50.86,53.226,59.224,59.595,60.103,60.479,60.821,61.191,61.644,60.708,60.594,-1.75856408496443,18.2137799569674,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757,-5.66750850486686,-6.23654406734575,-5.48182537893445,-4.79108083383294,0.263454375957011,3.78004646001997
Eritrea,ERI,..,14.6666666666667,22,22,22,22,22,22,22,..,..,..,49.769,56.111,65.067,65.6,66.033,66.289,66.577,67.067,67.3,67.133,66.536,..,-3.14198590251638,..,..,..,..,..,..,..,..,..,..
